PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA164784033	cefotetan	Cefotetanum [inn-latin]	Cefotan,Yamatetan		Drug/Small Molecule	DailyMed:56912a83-4cba-4461-d983-3a0656515458,DailyMed:a71fbab2-1d12-4392-f78b-e8b94212b413,TTD:DAP000451,chebi:3499,drugBank:DB01330,keggCompound:C06886,keggDrug:D00260,ndc:0310-0376-31,pubChemCompound:50614,pubChemSubstance:11011827,url:http://en.wikipedia.org/wiki/Cefotetan	Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O	No	ATC:J01DC(Second-generation cephalosporins),NDFRT:N0000147756(CEFOTETAN),RxNorm:2187(Cefotetan),UMLS:C0007555(Cefotetan)
PA164784034	fenoldopam	Fenodopam mesylate,Fenoldopam mesylate,Fenoldopamum [Latin]	Corlopam		Drug/Small Molecule	DailyMed:7b5f7dd0-0bfc-4da4-9619-4fd0afeb98a7,DailyMed:e7d44c5a-0b20-45be-8b56-099ea883662d,TTD:DAP000254,chebi:5002,chemSpider:3224,drugBank:DB00800,keggDrug:D00613,ndc:55390-071-01,pubChemCompound:3341,pubChemSubstance:188303,pubChemSubstance:46504963,url:http://en.wikipedia.org/wiki/Fenoldopam	c1cc(ccc1C2CNCCc3c2cc(c(c3Cl)O)O)O	No	ATC:C01CA(Adrenergic and dopaminergic agents),NDFRT:N0000148574(FENOLDOPAM),RxNorm:24853(Fenoldopam),UMLS:C0060180(Fenoldopam)
PA164784035	secobarbital	(+/-)-Secobarbital,Secobarbital Sodium,Secobarbitale [DCIT],Secobarbitalum [INN-Latin],Sodium Secobarbital,Sodium quinalbarbitone	Barbosec,Bipanal,Bipinal sodium,Evronal,Evronal Sodium,Evrronal,Hypotrol,Hyptran,Imesonal,Immenoctal,Immenox,Meballymal,Meballymal sodium,Meballymalum,Novosecobarb,Pramil,Quinalbarbital,Quinalbarbitone,Quinalbarbitone sodium,Quinalspan,Sebar,Seco 8,Secobarbitone,Seconal,Sedutain,Seotal,Somosal,Synate,Trisomnin		Drug/Small Molecule	DailyMed:6698bc44-b971-49cc-a5de-11e569493c59,TTD:DAP000674,chebi:9073,dpd:21032,drugBank:DB00418,keggDrug:D00430,ndc:63304-679-01,pubChemCompound:31143,pubChemSubstance:173168,url:http://en.wikipedia.org/wiki/Secobarbital		No	ATC:N05CA(Barbiturates, plain),NDFRT:N0000147250(SECOBARBITAL),RxNorm:9624(Secobarbital),UMLS:C0036516(Secobarbital)
PA164784036	betazole	Ametazole,Betazol [INN-Spanish],Betazolo [DCIT],Betazolum [INN-Latin]	Histalog		Drug/Small Molecule	TTD:DAP001081,chebi:59170,chemSpider:7455,drugBank:DB00272,pubChemCompound:7741,pubChemSubstance:10503079,pubChemSubstance:46506808,url:http://en.wikipedia.org/wiki/Betazole	c1cn[nH]c1CCN	No	ATC:V04CG(Tests for gastric secretion),NDFRT:N0000176139(BETAZOLE),UMLS:C0005321(BETAZOLE)
PA164888966	Raltegravir				Drug/Small Molecule			No	NDFRT:N0000176118(RALTEGRAVIR),RxNorm:719872(Raltegravir),UMLS:C1871526(Raltegravir)
PA164920420	Olaparib				Drug/Small Molecule			No	
PA164924486	st. john's wort				Drug/Small Molecule	dpd:2119897,drugBank:DB01323,url:http://en.wikipedia.org/wiki/St_John%27s_wort		No	NDFRT:N0000022261(ST. JOHN'S WORT),UMLS:C0813171(ST. JOHN'S WORT)
PA164924487	aldosterone	(+)-aldosterone,11beta,21-Dihydroxy-3,20-diketo-4-pregnen-18-al,11beta,21-Dihydroxy-3,20-diketopregn-4-ene-18-al,11beta,21-Dihydroxypregn-4-ene-3,18,20-trione,11beta,21-dihydroxy-3,20-dioxo-4-pregnen-18-al,11beta,21-dihydroxy-3,20-dioxo-pregn-4-ene-18-al,11beta,21-dihydroxy-3,20-dioxopregn-4-en-18-al,18-Aldocorticosterone,18-Formyl-11beta,21-dihydroxy-4-pregnene-3,20-dione,18-Oxocorticosterone,Aldocorten,Aldocortene,Aldocortin,Aldosterona [inn-spanish],Aldosteronum [inn-latin],D-aldosterone,Electrocortin,Elektrocortin			Drug/Small Molecule	chebi:27584,chemSpider:5633,drugBank:DB04630,keggCompound:C01780,pdb:AS4,pubChemCompound:5839,pubChemSubstance:46505770,pubChemSubstance:7885975,url:http://en.wikipedia.org/wiki/Aldosterone	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C=O)O	No	NDFRT:N0000167497(Aldosterone [Chemical/Ingredient]),UMLS:C0002006(Aldosterone [Chemical/Ingredient])
PA164924491	cilengitide				Drug/Small Molecule	clinicalTrials:NCT01165333		No	
PA164924492	brivanib				Drug/Small Molecule			No	
PA164924493	axitinib				Drug/Small Molecule	clinicalTrials:NCT01533948,clinicalTrials:NCT01967576		No	NDFRT:N0000184323(AXITINIB),RxNorm:1242999(axitinib),UMLS:C1700874(axitinib)
PA164924560	Biricodar		Incel,VX-170		Drug/Small Molecule	pubChemCompound:3037617		No	
PA164924561	Celiprolol				Drug/Small Molecule			No	NDFRT:N0000171770(CELIPROLOL),RxNorm:20498(Celiprolol),UMLS:C0055021(Celiprolol)
PA164924562	Elacridar				Drug/Small Molecule			No	
PA164924563	OC144-093				Drug/Small Molecule			No	
PA164924564	R101933				Drug/Small Molecule			No	
PA164924565	Valspodar				Drug/Small Molecule			No	NDFRT:N0000171804(VALSPODAR),UMLS:C0753474(VALSPODAR)
PA164924566	XR9051				Drug/Small Molecule			No	
PA164924567	Zosuquidar				Drug/Small Molecule			No	
PA164953212	norelgestromin		Orthra Evra		Drug/Small Molecule	drugBank:DB06713,keggDrug:D05205,pubChemCompound:13752005,pubChemSubstance:99443265		No	ATC:G03AA(Progestogens and estrogens, fixed combinations),NDFRT:N0000148732(NORELGESTROMIN),RxNorm:326374(norelgestromin),UMLS:C1120952(norelgestromin)
PA165107052	Rupatadine		Alergoliber,Rupafin,Rupatall,Tamalis,Wystamm		Drug/Small Molecule	pubChemCompound:133017		No	
PA165107055	certolizumab pegol	CDP870	cimzia		Drug/Small Molecule	pubChemSubstance:10549841,url:http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?id=11450		No	ATC:L04AA(Selective immunosuppressants),NDFRT:N0000176156(CERTOLIZUMAB),RxNorm:709271(certolizumab pegol),UMLS:C1872109(certolizumab pegol)
PA165107062	CP-800,569				Drug/Small Molecule			No	
PA165107357	chlorcycloguanil				Drug/Small Molecule			No	
PA165107975	fructose 1,6 bisphosphate				Drug/Small Molecule			No	
PA165107990	myclobutanil				Drug/Small Molecule			No	
PA165107991	propiconazole				Drug/Small Molecule			No	
PA165107992	triadimefon				Drug/Small Molecule			No	
PA165109541	aminopterin	4-Aminofolic acid,4-Aminopteroyl-L-glutamic acid,Aminopterin sodium,Aminopteroylglutamic acid			Drug/Small Molecule	clinicalTrials:NCT01178944,clinicalTrials:NCT01206465,pubChemCompound:2154		No	ATC:L01BA(Folic acid analogues),NDFRT:N0000007861(Aminopterin [Chemical/Ingredient]),UMLS:C0002583(Aminopterin [Chemical/Ingredient])
PA165109542	talotrexin				Drug/Small Molecule			No	
PA165109623	staurosporine	STS,antibiotic AM-2282			Drug/Small Molecule	bindingDb:2579,chebi:15738,chemSpider:5089,drugBank:DB02010,keggCompound:C02079,pdb:STO,pubChemCompound:44120114,pubChemCompound:5280487,pubChemSubstance:46504923		No	NDFRT:N0000167256(Staurosporine [Chemical/Ingredient]),UMLS:C0075193(Staurosporine [Chemical/Ingredient])
PA165109660	genistein	4',5,7-Trihydroxyisoflavone	Differenol A,Genisteol,Genisterin,Prunetol,Sophoricol		Drug/Small Molecule	pubChemCompound:5280961		No	ATC:L01XE(Protein kinase inhibitors),NDFRT:N0000167031(Genistein [Chemical/Ingredient]),RxNorm:25696(Genistein),UMLS:C0061202(Genistein)
PA165109661	MK-571				Drug/Small Molecule			No	
PA165110351	Dabigatran				Drug/Small Molecule			No	NDFRT:N0000181836(DABIGATRAN),UMLS:C2348066(DABIGATRAN)
PA165110439	Ixabepilone	aza-epothilone b,azaepothilone b,bms-247550	Ixempra		Drug/Small Molecule	chemSpider:4949236,clinicalTrials:NCT00036764,drugBank:DB04845,keggDrug:D04645,pubChemCompound:23305354,pubChemSubstance:99443224		No	ATC:L01DC(Other cytotoxic antibiotics),NDFRT:N0000176119(IXABEPILONE),RxNorm:337523(ixabepilone),UMLS:C1135132(ixabepilone)
PA165110729	rhodamine 123				Drug/Small Molecule			No	NDFRT:N0000167262(Rhodamine 123 [Chemical/Ingredient]),UMLS:C0073192(Rhodamine 123 [Chemical/Ingredient])
PA165110775	SN-38				Drug/Small Molecule			No	
PA165110778	tipifarnib				Drug/Small Molecule			No	
PA165111677	Cremophor EL				Drug/Small Molecule			No	
PA165111696	artemisinin				Drug/Small Molecule	pubChemCompound:68827		No	
PA165111697	artesunate				Drug/Small Molecule	clinicalTrials:NCT01552330,pubChemCompound:5464098		No	NDFRT:N0000171767(ARTESUNATE),RxNorm:18346(artesunate),UMLS:C0052432(artesunate)
PA165111698	artemether	dihydroartemisinin methyl ether			Drug/Small Molecule	bindingDb:50022886,chebi:195280,drugBank:DB06697,keggDrug:D02483,pubChemCompound:9796294		No	ATC:P01BE(Artemisinin and derivatives),NDFRT:N0000178417(ARTEMETHER),RxNorm:18343(artemether),UMLS:C0052429(artemether)
PA165111722	lumefantrine	benflumetol			Drug/Small Molecule	DailyMed:7866ec19-dfac-47d4-a53f-511a12643cbf,bindingDb:50123012,chebi:156095,drugBank:DB06708,keggDrug:D03821,ndc:0078-0568-45,pubChemCompound:6437380,pubChemSubstance:99443260		No	NDFRT:N0000178418(LUMEFANTRINE),RxNorm:847728(lumefantrine),UMLS:C0531104(lumefantrine)
PA165260403	arteether				Drug/Small Molecule	pubChemCompound:72416		No	
PA165282096	Tariquidar				Drug/Small Molecule			No	
PA165282097	bromperidol				Drug/Small Molecule			No	RxNorm:19777(bromperidol),UMLS:C0054138(bromperidol)
PA165290925	Vicodin				Drug/Small Molecule			No	RxNorm:128793(Vicodin),UMLS:C0483514(Vicodin)
PA165290926	fluticasone/salmeterol		Advair Diskus		Drug/Small Molecule			No	NDFRT:N0000022222(FLUTICASONE/SALMETEROL),UMLS:C0939232(FLUTICASONE/SALMETEROL)
PA165290927	acetaminophen/propoxyphene napsylate		Darvocet		Drug/Small Molecule			No	
PA165290928	drospirenone/ethinyl estradiol		Yaz		Drug/Small Molecule			No	NDFRT:N0000181726(DROSPIRENONE/ETHINYL ESTRADIOL),UMLS:C2604206(DROSPIRENONE/ETHINYL ESTRADIOL)
PA165290929	norelgestromin/ethinyl estradiol		Ortho Evra		Drug/Small Molecule			No	
PA165290930	medroxyprogesterone/conjugated estrogens		Prempro		Drug/Small Molecule			No	
PA165290931	Nutlin-3				Drug/Small Molecule			No	
PA165290932	MI-63				Drug/Small Molecule	pubChemCompound:11512578		No	
PA165290933	Pertuzumab	Immunoglobulin G1, anti-(human v (receptor)) (human-mouse monoclonal 2C4 heavy chain), disulfide with human-mouse monoclonal 2C4 kappa-chain, dimer,LS-185920,Omnitarg			Drug/Small Molecule	pubChemSubstance:47207115		No	
PA165291442	ertumaxomab				Drug/Small Molecule			No	
PA165291460	DPCPX				Drug/Small Molecule			No	
PA165291471	perifosine				Drug/Small Molecule			No	
PA165291472	neratinib				Drug/Small Molecule			No	
PA165291473	maytansine				Drug/Small Molecule			No	NDFRT:N0000168425(Maytansine [Chemical/Ingredient]),UMLS:C0024975(Maytansine [Chemical/Ingredient])
PA165291474	BSI-201				Drug/Small Molecule			No	
PA165291475	ridaforolimus				Drug/Small Molecule	clinicalTrials:NCT00704054		No	
PA165291490	tanespimycin				Drug/Small Molecule			No	
PA165291491	alvespimycin				Drug/Small Molecule			No	
PA165291492	pazopanib				Drug/Small Molecule	clinicalTrials:NCT00619424,clinicalTrials:NCT01205230		No	NDFRT:N0000180309(PAZOPANIB),RxNorm:714438(pazopanib),UMLS:C1831796(pazopanib)
PA165291493	ofatumumab				Drug/Small Molecule			No	NDFRT:N0000180305(OFATUMUMAB),RxNorm:712566(ofatumumab),UMLS:C1832027(ofatumumab)
PA165291498	elvitegravir				Drug/Small Molecule			No	
PA165291499	GS-9350				Drug/Small Molecule			No	
PA165291546	perospirone				Drug/Small Molecule	pubChemCompound:115367		No	
PA165291838	Resveratrol	(E)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol,(E)-5-(p-Hydroxystyryl)resorcinol,(E)-5-[2-(4-Hydroxyphenyl)ethenyl]-1,3-benzenediol,(E)-5-[2-(4-hydroxyphenyl)ethenyl]-1,3-benzendiol,(E)-resveratrol,3,4',5-Stilbenetriol,3,4',5-Trihydroxystilbene,3,4',5-trihydroxy-stilbene,trans-3,4',5-trihydroxystilbene			Drug/Small Molecule	bindingDb:23926,chebi:27881,chemSpider:4880,drugBank:DB02709,keggCompound:C03582,pdb:STL,pubChemCompound:445154,pubChemSubstance:46504705,pubChemSubstance:6374,url:http://en.wikipedia.org/wiki/Resveratrol		No	MeSH:C059514(resveratrol),NDFRT:N0000176093(RESVERATROL),RxNorm:1000492(resveratrol),UMLS:C0073096(resveratrol)
PA165291889	silodosin				Drug/Small Molecule			No	NDFRT:N0000177928(SILODOSIN),RxNorm:720825(silodosin),UMLS:C1870115(silodosin)
PA165291922	doxorubicinol				Drug/Small Molecule			No	
PA165291923	doxorubicin seminquinone radical				Drug/Small Molecule			No	
PA165291924	7-deoxydoxorubicinone				Drug/Small Molecule			No	
PA165291925	doxorubicinol aglycone				Drug/Small Molecule			No	
PA165291926	doxorubicin hydroxyaglycone				Drug/Small Molecule			No	
PA165292659	tocilizumab				Drug/Small Molecule			No	ATC:L04AC(Interleukin inhibitors),NDFRT:N0000180629(TOCILIZUMAB),RxNorm:612865(tocilizumab),UMLS:C1609165(tocilizumab)
PA165360203	Benserazide				Drug/Small Molecule	pubChemCompound:2327,pubChemSubstance:17397237		No	ATC:N04B(Dopaminergic Agents),NDFRT:N0000166563(Benserazide [Chemical/Ingredient]),RxNorm:1374(Benserazide),UMLS:C0005014(Benserazide)
PA165360204	Nepicastat				Drug/Small Molecule	pubChemCompound:6367078,pubChemSubstance:3853882		No	
PA165374637	Oltipraz				Drug/Small Molecule			No	
PA165374638	Noscapine				Drug/Small Molecule			No	NDFRT:N0000166975(Noscapine [Chemical/Ingredient]),RxNorm:7533(Noscapine),UMLS:C0028426(Noscapine)
PA165374673	ticagrelor				Drug/Small Molecule	pubChemCompound:9871419		No	NDFRT:N0000182973(TICAGRELOR),RxNorm:1116632(Ticagrelor),UMLS:C1999375(Ticagrelor)
PA165815771	Farglitazar				Drug/Small Molecule			No	
PA165816878	methylcholanthrene				Drug/Small Molecule			No	NDFRT:N0000167351(Methylcholanthrene [Chemical/Ingredient]),UMLS:C0025732(Methylcholanthrene [Chemical/Ingredient])
PA165816891	LY2140023	LY2140023			Drug/Small Molecule	pubChemCompound:25195354		No	
PA165817196	carbamazepine epoxide	Carbamazepine 10,11-epoxide			Drug/Small Molecule	pubChemCompound:2555		No	
PA165817197	3-hydroxycarbamazepine				Drug/Small Molecule	pubChemCompound:135290		No	
PA165817198	10,11-dihydro-10,11-dihydroxy-5h-dibenzazepine-5-carboxamide	CBZ diol,carbamazepine diol,cbz-diol			Drug/Small Molecule	pubChemCompound:83852		No	
PA165817199	carbamazepine glucuronide				Drug/Small Molecule	pubChemCompound:83870		No	
PA165817200	2-hydroxycarbamazepine				Drug/Small Molecule	pubChemCompound:129274		No	
PA165817516	1,25-dihydroxyvitamin d3				Drug/Small Molecule			No	NDFRT:N0000006511(Calcitriol [Chemical/Ingredient]),UMLS:C0006674(Calcitriol)
PA165817936	desmethylastemizole				Drug/Small Molecule	pubChemCompound:155805		No	
PA165817938	prenylamine				Drug/Small Molecule			No	NDFRT:N0000166524(Prenylamine [Chemical/Ingredient]),RxNorm:8674(Prenylamine),UMLS:C0033059(Prenylamine)
PA165817939	pyrilamine				Drug/Small Molecule	pubChemCompound:4992		No	NDFRT:N0000148008(PYRILAMINE),RxNorm:9009(Pyrilamine),UMLS:C0034282(Pyrilamine)
PA165817950	terodiline				Drug/Small Molecule	pubChemCompound:23480		No	RxNorm:37815(terodiline),UMLS:C0076126(terodiline)
PA165818137	lidoflazine				Drug/Small Molecule	pubChemCompound:3926		No	ATC:C08EX(Other non-selective calcium channel blockers),NDFRT:N0000167118(Lidoflazine [Chemical/Ingredient]),RxNorm:6390(Lidoflazine),UMLS:C0023665(Lidoflazine)
PA165820585	1,7-dimethylxanthine	17X,paraxanthine			Drug/Small Molecule	pubChemCompound:4687		No	
PA165823907	hydroxyphenytoin	5-(4¿-hydroxyphenyl)-5-phenylhydantoin,p-HPPH			Drug/Small Molecule	pubChemCompound:17732		No	
PA165823908	5-phenyl-5-(4-hydroxyphenyl)hydantoin glucuronide	hydroxyphenytoin glucuronide,p-HPPH glucuronide			Drug/Small Molecule	pubChemCompound:135250		No	
PA165857067	chlorproguanil				Drug/Small Molecule	pubChemCompound:9571037		No	
PA165858618	3-aminopyridine-2-carboxaldehyde thiosemicarbazone				Drug/Small Molecule	pubChemCompound:9571836		No	
PA165860521	ambrisentan				Drug/Small Molecule			No	ATC:C02KX(Other antihypertensives),NDFRT:N0000176107(AMBRISENTAN),RxNorm:358274(ambrisentan),UMLS:C1176329(ambrisentan)
PA165860788	evodiamine				Drug/Small Molecule			No	
PA165860812	berberine				Drug/Small Molecule	chebi:16118,drugBank:DB04115,keggCompound:C00757,keggDrug:D00092,pdb:BER,pubChemCompound:2353,pubChemSubstance:46506051	COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC	No	NDFRT:N0000181309(BERBERINE),RxNorm:1437(Berberine),UMLS:C0005117(Berberine)
PA165884699	darapladib				Drug/Small Molecule	pubChemCompound:9939609		No	
PA165906891	cabozantinib	XL-184			Drug/Small Molecule			No	
PA165945763	cangrelor				Drug/Small Molecule	pubChemCompound:9854012		No	
PA165945764	bucindolol				Drug/Small Molecule	clinicalTrials:NCT01970501,pubChemCompound:51045		No	
PA165945765	3-((6-amino-(4-chlorobenzenesulfonyl)-2-methyl-5,6,7,8-tetrahydronapht)-1-yl)propionic acid	terutroban			Drug/Small Molecule	pubChemCompound:23674098		No	
PA165946121	fasudil				Drug/Small Molecule			No	ATC:C04AX(Other peripheral vasodilators)
PA165946122	crizotinib	crizotinib	Xalkori		Drug/Small Molecule	clinicalTrials:NCT00939770,clinicalTrials:NCT01606878,pubChemCompound:11626560		No	ATC:L01XE(Protein kinase inhibitors),NDFRT:N0000183253(CRIZOTINIB),RxNorm:1148495(crizotinib),UMLS:C2974289(crizotinib)
PA165946719	10-hydroxynortriptyline				Drug/Small Molecule	pubChemCompound:6420504		No	
PA165946746	desmethylnortriptyline				Drug/Small Molecule	pubChemCompound:160755		No	
PA165946747	10-hydroxyamitriptyline				Drug/Small Molecule	pubChemCompound:6420900		No	
PA165946873	vemurafenib	PLX4032	Zelboraf		Drug/Small Molecule	pubChemCompound:42611257		No	ATC:L01XE(Protein kinase inhibitors),NDFRT:N0000183250(VEMURAFENIB),RxNorm:1147220(Vemurafenib),UMLS:C3192263(Vemurafenib)
PA165947475	eslicarbazepine				Drug/Small Molecule			No	ATC:N03AF(Carboxamide derivatives)
PA165947499	ilaprazole				Drug/Small Molecule	pubChemCompound:214351		No	ATC:A02BC(Proton pump inhibitors)
PA165947835	dichloroacetic acid	DCA,dichloroacetate			Drug/Small Molecule	chebi:36386,drugBank:DB08809,keggCompound:C11149,url:http://en.wikipedia.org/wiki/Dichloroacetic_acid	OC(=O)C(Cl)Cl	No	NDFRT:N0000147360(DICHLOROACETIC ACID),UMLS:C0600203(DICHLOROACETIC ACID)
PA165948031	cilomilast				Drug/Small Molecule	pubChemCompound:151170		No	NDFRT:N0000171772(CILOMILAST),UMLS:C0968887(CILOMILAST)
PA165948052	roflumilast				Drug/Small Molecule	pubChemCompound:449193		No	ATC:R03DX(Other systemic drugs for obstructive airway diseases),NDFRT:N0000182732(ROFLUMILAST),RxNorm:1091836(Roflumilast),UMLS:C0965618(Roflumilast)
PA165948902	boceprevir	n-(3-amino-1-(cyclobutylmethyl)-2,3-dioxopropyl)-3-(2-((((1,1-dimethylethyl)amino)carbonyl)amino)-3,3-dimethyl-1-oxobutyl)-6,6-dimethyl-3-azabicyclo(3.1.0)hexan-2-carboxamide	Victrelis		Drug/Small Molecule	pubChemCompound:10324367		No	NDFRT:N0000182738(BOCEPREVIR),RxNorm:1102129(boceprevir),UMLS:C1738934(boceprevir)
PA165948903	brentuximab vedotin	124490327,SGN-35,brentuximab vedotin	Adcetris		Drug/Small Molecule	pubChemSubstance:124490327,pubChemSubstance:131277422		No	ATC:L01XC(Monoclonal antibodies),NDFRT:N0000183555(BRENTUXIMAB VEDOTIN),RxNorm:1147320(brentuximab vedotin),UMLS:C2973446(brentuximab vedotin)
PA165949675	pactimibe				Drug/Small Molecule	pubChemCompound:3081927		No	
PA165949694	iptakalim				Drug/Small Molecule			No	
PA165949771	Glucarpidase				Drug/Small Molecule			No	NDFRT:N0000185032(GLUCARPIDASE),RxNorm:1242127(glucarpidase),UMLS:C0007072(glucarpidase)
PA165950341	ivacaftor	ivacaftor,vx-770	Kalydeco		Drug/Small Molecule	drugBank:DB08820,pubChemCompound:16220172		No	NDFRT:N0000185033(IVACAFTOR),RxNorm:1243041(ivacaftor),UMLS:C3264621(ivacaftor)
PA165950342	phenylacetic acid	sodium phenylacetate			Drug/Small Molecule	pubChemCompound:23690424		No	RxNorm:33332(phenylacetic acid),UMLS:C0070620(phenylacetic acid)
PA165958321	3,5-dimethyl-2-(3-pyridyl)thiazolidin-4-one	( )-cis-3,5-Dimethyl-2-(3-pyridyl)thiazolidin-4-one hydrochloride,130841-70-2,158511-47-8,3,5-dimethyl-2-(3-pyridyl)thiazolidin-4-one,4-Thiazolidinone, 3,5-dimethyl-2-(3-pyridinyl)-, monohydrochloride, cis-(+-)-,AC1L433Y,SM-10661,SM-12502			Drug/Small Molecule	pubChemCompound:178014		No	
PA165958341	insulin glargine	insulin glargine (rdna origin)	Lantus,Lantus SoloStar		Drug/Small Molecule	dpd:2245689,drugBank:DB00047,keggDrug:D03250,ndc:0088-2220-60		No	ATC:A10AE(Insulins and analogues for injection, long-acting),NDFRT:N0000179736(glargine [Chemical/Ingredient]),RxNorm:274783(Insulin Glargine),UMLS:C0907402(Insulin Glargine)
PA165958342	estropipate	estropipate (usp),ogen,ogen (tn),ogen 2.5	ORTHO-EST,Ogen		Drug/Small Molecule	dpd:2089769,drugBank:DB04574,keggDrug:D00948,pubChemCompound:5284555,pubChemSubstance:46508976		No	NDFRT:N0000147017(ESTROPIPATE),RxNorm:33747(estropipate),UMLS:C0071108(estropipate)
PA165958345	nilotinib	amn-107,amn107	Tasigna		Drug/Small Molecule	chebi:52172,chemSpider:559260,drugBank:DB04868,pubChemCompound:644241,pubChemSubstance:99443226	Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F	No	NDFRT:N0000176124(NILOTINIB),RxNorm:662281(nilotinib),UMLS:C1721377(nilotinib)
PA165958346	vildagliptin	equa,galvus,jalra,laf 237,laf237,nvp-laf-237,nvp-laf237,xiliarx	Galvus		Drug/Small Molecule	bindingDb:11695,chemSpider:5293734,drugBank:DB04876,pubChemCompound:6918537,pubChemSubstance:99443227		No	ATC:A10BH(Dipeptidyl peptidase 4 (DPP-4) inhibitors),RxNorm:596554(vildagliptin),UMLS:C1570906(vildagliptin)
PA165958347	voacamine	mmh,voacanginine,vocamine	MMH		Drug/Small Molecule	chemSpider:10128230,drugBank:DB04877,keggCompound:C09252,pubChemCompound:11953931,pubChemSubstance:99443228		No	
PA165958348	indacaterol	5-(2-(5,6-diethylindan-2-ylamino)-1-hydroxyethyl)-8-hydroxy-1h-quinolin-2-one	Arcapta,Onbrez		Drug/Small Molecule	drugBank:DB05039,keggDrug:D09318,pubChemCompound:6918554		No	ATC:R03AC(Selective beta-2-adrenoreceptor agonists),NDFRT:N0000182968(INDACATEROL),RxNorm:1114326(indacaterol),UMLS:C1722262(indacaterol)
PA165958349	trabectedin	ecteinascidin,ecteinascidin 743,et-743,et743,nsc 684766	Yondelis		Drug/Small Molecule	chemSpider:97236,clinicalTrials:NCT00580112,clinicalTrials:NCT01339754,drugBank:DB05109,pubChemCompound:108150,pubChemSubstance:99443229		No	ATC:L01CX(Other plant alkaloids and natural products)
PA165958350	ecabet		Gastrom		Drug/Small Molecule	chemSpider:570992,drugBank:DB05265,keggDrug:D07885,pubChemCompound:65781,pubChemSubstance:99443230		No	
PA165958351	ibudilast	2-isopropyl-3-isobutyrylpyrazolo(1,5-a)pyridine,3-isobutyryl-2-isopropylpyrazolo(1,5-a)pyridine,3-isobutyryl-2-isopropylpyrazolo[1,5-a]pyridine,av-411,eyevinal,i0157_sigma,ibudilast (jan/inn),ibudilast [inn:jan],ibudilastum,ibudilastum [latin],ke tas,ketas,ketas (tn),lopac-i-0157,mn-166,pyrazolo(1,5-a)pyridine, 3-isobutyryl-2-isopropyl-,tocris-1694,unii-m0tth61xc5			Drug/Small Molecule	bindingDb:50240404,chemSpider:3543,drugBank:DB05266,pubChemCompound:3671,pubChemSubstance:99443231		No	ATC:R03DC(Leukotriene receptor antagonists)
